image_name,image_path,latitude,longitude,label_code,label,num_pixels,dominant_pixel_count
28.4266_77.0944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_77.0944.png,28.4266,77.0944,50,Built-up,16384,12524
28.8266_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8266_76.9822.png,28.8266,76.9822,50,Built-up,16384,7081
28.2557_77.4057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2557_77.4057.png,28.2557,77.4057,40,Cropland,16384,12083
28.8679_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.0058.png,28.8679,77.0058,40,Cropland,16384,8855
28.5091_77.5944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_77.5944.png,28.5091,77.5944,40,Cropland,16384,14014
28.6678_77.5733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6678_77.5733.png,28.6678,77.5733,40,Cropland,16384,9122
28.7767_77.4145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_77.4145.png,28.7767,77.4145,40,Cropland,16384,12614
28.2178_77.4145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2178_77.4145.png,28.2178,77.4145,40,Cropland,16384,15192
28.5091_77.2146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_77.2146.png,28.5091,77.2146,10,Vegetation,16384,9927
28.7767_76.8734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_76.8734.png,28.7767,76.8734,40,Cropland,16384,13439
28.6678_77.4057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6678_77.4057.png,28.6678,77.4057,10,Vegetation,16384,7894
28.3354_77.0443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3354_77.0443.png,28.3354,77.0443,20,Vegetation,16384,13800
28.4766_77.2646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4766_77.2646.png,28.4766,77.2646,10,Vegetation,16384,6968
28.7442_76.9057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7442_76.9057.png,28.7442,76.9057,40,Cropland,16384,16092
28.8442_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8442_77.3646.png,28.8442,77.3646,40,Cropland,16384,12936
28.5678_76.9558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5678_76.9558.png,28.5678,76.9558,40,Cropland,16384,11977
28.4178_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_76.9822.png,28.4178,76.9822,40,Cropland,16384,8142
28.7591_76.8910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7591_76.8910.png,28.7591,76.891,40,Cropland,16384,15131
28.2767_77.1909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.1909.png,28.2767,77.1909,40,Cropland,16384,13961
28.3855_77.1443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3855_77.1443.png,28.3855,77.1443,20,Vegetation,16384,13151
28.6443_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6443_77.2444.png,28.6443,77.2444,50,Built-up,16384,8889
28.6678_77.2322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6678_77.2322.png,28.6678,77.2322,50,Built-up,16384,10189
28.9266_77.0733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9266_77.0733.png,28.9266,77.0733,40,Cropland,16384,11608
28.6766_77.0909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6766_77.0909.png,28.6766,77.0909,50,Built-up,16384,12798
28.8057_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8057_77.2234.png,28.8057,77.2234,40,Cropland,16384,12214
28.4178_77.4233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.4233.png,28.4178,77.4233,40,Cropland,16384,12123
28.2943_77.1909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.1909.png,28.2943,77.1909,40,Cropland,16384,14658
28.6766_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6766_76.9321.png,28.6766,76.9321,50,Built-up,16384,10470
28.4178_77.4145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.4145.png,28.4178,77.4145,40,Cropland,16384,11042
28.5590_77.6322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5590_77.6322.png,28.559,77.6322,40,Cropland,16384,15882
28.5678_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5678_77.3558.png,28.5678,77.3558,50,Built-up,16384,12691
28.6678_77.2734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6678_77.2734.png,28.6678,77.2734,50,Built-up,16384,14412
28.2266_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2266_77.1322.png,28.2266,77.1322,40,Cropland,16384,12408
28.5091_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_77.3558.png,28.5091,77.3558,40,Cropland,16384,4310
28.6443_77.0909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6443_77.0909.png,28.6443,77.0909,50,Built-up,16384,15049
28.2679_76.8943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2679_76.8943.png,28.2679,76.8943,40,Cropland,16384,9556
28.3442_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3442_76.9321.png,28.3442,76.9321,10,Vegetation,16384,11120
28.9854_77.3321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9854_77.3321.png,28.9854,77.3321,40,Cropland,16384,15063
28.2591_77.2410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2591_77.2410.png,28.2591,77.241,40,Cropland,16384,12635
28.6355_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6355_77.5234.png,28.6355,77.5234,40,Cropland,16384,6607
28.6854_77.3233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6854_77.3233.png,28.6854,77.3233,50,Built-up,16384,12835
28.2855_76.8558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2855_76.8558.png,28.2855,76.8558,40,Cropland,16384,7661
28.8556_77.0322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8556_77.0322.png,28.8556,77.0322,40,Cropland,16384,15139
28.5091_77.4145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_77.4145.png,28.5091,77.4145,50,Built-up,16384,11006
28.3556_77.2734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3556_77.2734.png,28.3556,77.2734,50,Built-up,16384,15357
28.3442_77.5821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3442_77.5821.png,28.3442,77.5821,40,Cropland,16384,10022
28.9266_77.5733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9266_77.5733.png,28.9266,77.5733,40,Cropland,16384,14829
28.4178_77.4321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.4321.png,28.4178,77.4321,40,Cropland,16384,11313
28.8266_77.4057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8266_77.4057.png,28.8266,77.4057,40,Cropland,16384,12140
28.7767_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_76.9145.png,28.7767,76.9145,40,Cropland,16384,11084
28.5179_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5179_77.3646.png,28.5179,77.3646,50,Built-up,16384,10544
28.3679_77.3057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3679_77.3057.png,28.3679,77.3057,50,Built-up,16384,14865
28.4678_77.4734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4678_77.4734.png,28.4678,77.4734,40,Cropland,16384,12297
28.2943_77.2322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.2322.png,28.2943,77.2322,40,Cropland,16384,7067
28.8266_77.3145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8266_77.3145.png,28.8266,77.3145,40,Cropland,16384,13617
28.7855_77.4646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7855_77.4646.png,28.7855,77.4646,40,Cropland,16384,11506
28.8442_77.0944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8442_77.0944.png,28.8442,77.0944,50,Built-up,16384,10850
28.7767_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_77.4558.png,28.7767,77.4558,40,Cropland,16384,15168
28.3556_76.8646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3556_76.8646.png,28.3556,76.8646,40,Cropland,16384,11941
28.7557_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.5234.png,28.7557,77.5234,10,Vegetation,16384,7553
28.9942_77.5645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9942_77.5645.png,28.9942,77.5645,40,Cropland,16384,10704
28.3855_77.3057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3855_77.3057.png,28.3855,77.3057,50,Built-up,16384,15151
28.6854_77.6410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6854_77.6410.png,28.6854,77.641,40,Cropland,16384,13853
28.4766_76.8646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4766_76.8646.png,28.4766,76.8646,40,Cropland,16384,15581
28.7178_76.9646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7178_76.9646.png,28.7178,76.9646,40,Cropland,16384,9630
28.6056_77.1146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6056_77.1146.png,28.6056,77.1146,50,Built-up,16384,10833
28.2943_77.0322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.0322.png,28.2943,77.0322,40,Cropland,16384,12389
28.4556_76.9944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4556_76.9944.png,28.4556,76.9944,50,Built-up,16384,14089
28.3556_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3556_77.5234.png,28.3556,77.5234,40,Cropland,16384,6243
28.3178_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3178_77.4558.png,28.3178,77.4558,40,Cropland,16384,11209
28.7557_77.1410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.1410.png,28.7557,77.141,50,Built-up,16384,15266
28.9556_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9556_77.0058.png,28.9556,77.0058,40,Cropland,16384,10646
28.3354_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3354_77.3558.png,28.3354,77.3558,50,Built-up,16384,6883
28.2090_77.1410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2090_77.1410.png,28.209,77.141,40,Cropland,16384,13794
28.9942_77.0821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9942_77.0821.png,28.9942,77.0821,40,Cropland,16384,7496
28.6557_76.9233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6557_76.9233.png,28.6557,76.9233,40,Cropland,16384,13696
28.9590_77.3822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9590_77.3822.png,28.959,77.3822,40,Cropland,16384,14392
28.4266_77.4944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_77.4944.png,28.4266,77.4944,40,Cropland,16384,7475
28.6443_77.1645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6443_77.1645.png,28.6443,77.1645,50,Built-up,16384,11881
28.2591_77.5733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2591_77.5733.png,28.2591,77.5733,40,Cropland,16384,12427
28.7557_77.1733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.1733.png,28.7557,77.1733,50,Built-up,16384,9552
28.3855_76.9944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3855_76.9944.png,28.3855,76.9944,40,Cropland,16384,8455
28.4266_77.0146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_77.0146.png,28.4266,77.0146,50,Built-up,16384,11859
28.6355_77.0557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6355_77.0557.png,28.6355,77.0557,50,Built-up,16384,12229
28.5942_77.4321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5942_77.4321.png,28.5942,77.4321,40,Cropland,16384,5737
28.6942_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6942_77.3646.png,28.6942,77.3646,10,Vegetation,16384,9242
28.2056_76.9944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2056_76.9944.png,28.2056,76.9944,40,Cropland,16384,12924
28.3943_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3943_77.1322.png,28.3943,77.1322,20,Vegetation,16384,12592
28.4766_77.3943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4766_77.3943.png,28.4766,77.3943,40,Cropland,16384,6922
28.8943_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.2234.png,28.8943,77.2234,40,Cropland,16384,11129
28.7943_77.2943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7943_77.2943.png,28.7943,77.2943,40,Cropland,16384,14729
28.5942_77.3409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5942_77.3409.png,28.5942,77.3409,50,Built-up,16384,14148
28.2442_77.4822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2442_77.4822.png,28.2442,77.4822,40,Cropland,16384,16080
28.6854_77.4409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6854_77.4409.png,28.6854,77.4409,50,Built-up,16384,13811
28.8767_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8767_77.4558.png,28.8767,77.4558,40,Cropland,16384,13970
28.9766_77.2943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9766_77.2943.png,28.9766,77.2943,40,Cropland,16384,14088
28.4678_77.5733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4678_77.5733.png,28.4678,77.5733,50,Built-up,16384,6224
28.5942_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5942_76.9321.png,28.5942,76.9321,40,Cropland,16384,13982
28.7591_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7591_77.0058.png,28.7591,77.0058,40,Cropland,16384,13171
28.8679_77.5146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.5146.png,28.8679,77.5146,40,Cropland,16384,9623
28.3057_76.8822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3057_76.8822.png,28.3057,76.8822,40,Cropland,16384,7174
28.3679_77.5821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3679_77.5821.png,28.3679,77.5821,40,Cropland,16384,10966
28.5179_77.3057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5179_77.3057.png,28.5179,77.3057,50,Built-up,16384,7541
28.5443_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5443_77.1322.png,28.5443,77.1322,50,Built-up,16384,10968
28.4590_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_77.1322.png,28.459,77.1322,20,Vegetation,16384,9429
28.7557_77.1234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.1234.png,28.7557,77.1234,40,Cropland,16384,8033
28.8354_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8354_76.9822.png,28.8354,76.9822,40,Cropland,16384,12238
28.7178_77.4944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7178_77.4944.png,28.7178,77.4944,40,Cropland,16384,13748
28.2943_77.5146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.5146.png,28.2943,77.5146,40,Cropland,16384,13666
28.7442_77.0443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7442_77.0443.png,28.7442,77.0443,40,Cropland,16384,14845
28.8679_77.5733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.5733.png,28.8679,77.5733,40,Cropland,16384,14161
28.9090_76.9558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9090_76.9558.png,28.909,76.9558,40,Cropland,16384,14624
28.4178_77.3822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.3822.png,28.4178,77.3822,40,Cropland,16384,8121
28.5590_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5590_77.2444.png,28.559,77.2444,50,Built-up,16384,12860
28.7442_77.1821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7442_77.1821.png,28.7442,77.1821,50,Built-up,16384,11387
28.9442_77.6410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.6410.png,28.9442,77.641,40,Cropland,16384,6874
28.6056_77.4409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6056_77.4409.png,28.6056,77.4409,50,Built-up,16384,8212
28.7557_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.4558.png,28.7557,77.4558,40,Cropland,16384,10911
28.4854_77.0234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4854_77.0234.png,28.4854,77.0234,50,Built-up,16384,14203
28.7591_76.8822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7591_76.8822.png,28.7591,76.8822,40,Cropland,16384,13951
28.7557_77.0821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.0821.png,28.7557,77.0821,40,Cropland,16384,8059
28.5091_76.9734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_76.9734.png,28.5091,76.9734,40,Cropland,16384,7817
28.3679_76.8910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3679_76.8910.png,28.3679,76.891,50,Built-up,16384,12759
28.8057_77.0733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8057_77.0733.png,28.8057,77.0733,50,Built-up,16384,8573
28.3090_77.4910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3090_77.4910.png,28.309,77.491,40,Cropland,16384,14977
28.3057_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3057_77.2444.png,28.3057,77.2444,40,Cropland,16384,13127
28.3178_76.8910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3178_76.8910.png,28.3178,76.891,40,Cropland,16384,8932
28.5443_77.0557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5443_77.0557.png,28.5443,77.0557,50,Built-up,16384,8276
28.6179_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6179_77.2444.png,28.6179,77.2444,50,Built-up,16384,11897
28.9442_77.0909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.0909.png,28.9442,77.0909,40,Cropland,16384,9028
28.5678_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5678_76.9145.png,28.5678,76.9145,40,Cropland,16384,12554
28.5355_77.1443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5355_77.1443.png,28.5355,77.1443,10,Vegetation,16384,8095
28.2557_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2557_77.3646.png,28.2557,77.3646,40,Cropland,16384,12252
28.3057_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3057_77.3558.png,28.3057,77.3558,40,Cropland,16384,8320
28.2767_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.2234.png,28.2767,77.2234,40,Cropland,16384,14156
28.2557_77.2734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2557_77.2734.png,28.2557,77.2734,40,Cropland,16384,13990
28.4178_77.5557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.5557.png,28.4178,77.5557,30,Vegetation,16384,5374
28.2354_76.9558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2354_76.9558.png,28.2354,76.9558,40,Cropland,16384,14994
28.7943_77.5909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7943_77.5909.png,28.7943,77.5909,40,Cropland,16384,14265
28.8679_77.0733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.0733.png,28.8679,77.0733,40,Cropland,16384,13820
28.4057_77.4734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4057_77.4734.png,28.4057,77.4734,40,Cropland,16384,9844
28.6267_77.0909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6267_77.0909.png,28.6267,77.0909,50,Built-up,16384,11784
28.3090_76.9734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3090_76.9734.png,28.309,76.9734,40,Cropland,16384,8911
28.3266_77.3444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3266_77.3444.png,28.3266,77.3444,50,Built-up,16384,8703
28.8943_77.5322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.5322.png,28.8943,77.5322,10,Vegetation,16384,7975
28.2354_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2354_77.4558.png,28.2354,77.4558,40,Cropland,16384,12849
28.9766_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9766_77.4558.png,28.9766,77.4558,40,Cropland,16384,14106
28.4090_77.1410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4090_77.1410.png,28.409,77.141,40,Cropland,16384,7928
28.2056_77.3444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2056_77.3444.png,28.2056,77.3444,40,Cropland,16384,16365
28.8090_77.6322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8090_77.6322.png,28.809,77.6322,40,Cropland,16384,13442
28.5590_76.8646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5590_76.8646.png,28.559,76.8646,40,Cropland,16384,6723
28.6557_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6557_77.3558.png,28.6557,77.3558,50,Built-up,16384,15567
28.2442_77.2058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2442_77.2058.png,28.2442,77.2058,40,Cropland,16384,16215
28.7943_76.9233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7943_76.9233.png,28.7943,76.9233,40,Cropland,16384,14905
28.9590_77.3145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9590_77.3145.png,28.959,77.3145,40,Cropland,16384,14840
28.4942_77.5443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4942_77.5443.png,28.4942,77.5443,40,Cropland,16384,5463
28.6766_77.4910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6766_77.4910.png,28.6766,77.491,50,Built-up,16384,12800
28.3855_77.1557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3855_77.1557.png,28.3855,77.1557,20,Vegetation,16384,9257
28.5057_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5057_77.1322.png,28.5057,77.1322,10,Vegetation,16384,7006
28.3767_76.9233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3767_76.9233.png,28.3767,76.9233,50,Built-up,16384,12267
28.9178_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9178_77.4558.png,28.9178,77.4558,10,Vegetation,16384,8318
28.8855_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8855_76.9822.png,28.8855,76.9822,40,Cropland,16384,12995
28.9556_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9556_76.9321.png,28.9556,76.9321,40,Cropland,16384,11642
28.6678_77.1733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6678_77.1733.png,28.6678,77.1733,50,Built-up,16384,15243
28.7591_76.9409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7591_76.9409.png,28.7591,76.9409,40,Cropland,16384,9660
28.3090_77.2322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3090_77.2322.png,28.309,77.2322,40,Cropland,16384,13221
28.8767_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8767_77.2444.png,28.8767,77.2444,40,Cropland,16384,12608
28.7442_76.9233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7442_76.9233.png,28.7442,76.9233,40,Cropland,16384,9230
28.2090_77.0821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2090_77.0821.png,28.209,77.0821,40,Cropland,16384,13055
28.4266_77.3822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_77.3822.png,28.4266,77.3822,40,Cropland,16384,6960
28.4178_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.2234.png,28.4178,77.2234,10,Vegetation,16384,12456
28.7557_77.3910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7557_77.3910.png,28.7557,77.391,40,Cropland,16384,14207
28.4854_77.5821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4854_77.5821.png,28.4854,77.5821,40,Cropland,16384,10264
28.3590_77.4822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3590_77.4822.png,28.359,77.4822,40,Cropland,16384,13684
28.9942_77.5443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9942_77.5443.png,28.9942,77.5443,40,Cropland,16384,14310
28.3354_77.0733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3354_77.0733.png,28.3354,77.0733,40,Cropland,16384,10496
28.7354_77.4910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7354_77.4910.png,28.7354,77.491,40,Cropland,16384,11774
28.4590_77.5909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_77.5909.png,28.459,77.5909,40,Cropland,16384,6900
28.7679_77.0410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7679_77.0410.png,28.7679,77.041,40,Cropland,16384,7449
28.5678_77.6234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5678_77.6234.png,28.5678,77.6234,40,Cropland,16384,13453
28.5057_77.2410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5057_77.2410.png,28.5057,77.241,50,Built-up,16384,15354
28.9090_77.5909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9090_77.5909.png,28.909,77.5909,40,Cropland,16384,14878
28.8855_77.5058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8855_77.5058.png,28.8855,77.5058,40,Cropland,16384,10229
28.2591_77.5058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2591_77.5058.png,28.2591,77.5058,40,Cropland,16384,15595
28.7855_76.8646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7855_76.8646.png,28.7855,76.8646,50,Built-up,16384,6847
28.2943_77.1234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.1234.png,28.2943,77.1234,40,Cropland,16384,8682
28.7266_77.1557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7266_77.1557.png,28.7266,77.1557,50,Built-up,16384,13352
28.9766_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9766_76.9145.png,28.9766,76.9145,40,Cropland,16384,15605
